Geneid SRR420912 SRR420913 SRR420914 SRR420915 SRR420916 SRR420917
BGIOSGA000616 0 0 0 0 0 0
BGIOSGA000617 0 0 0 0 0 0
BGIOSGA000618 151 106 210 129 52 138
BGIOSGA000619 130 45 237 124 30 168
BGIOSGA000620 878 409 473 649 56 164
BGIOSGA000621 310 223 384 378 275 331
BGIOSGA000622 20 23 18 45 43 44
BGIOSGA000623 237 77 160 121 96 92
BGIOSGA000624 450 671 1251 914 423 1047
BGIOSGA000625 31 275 128 35 565 45
BGIOSGA000626 30 196 102 62 421 93
BGIOSGA000627 0 0 0 4 6 2
BGIOSGA000628 96 85 11 93 30 51
BGIOSGA000629 318 110 332 195 22 79
BGIOSGA000630 476 299 424 260 298 349
BGIOSGA000631 1915 1402 1764 2176 757 1317
BGIOSGA000632 12 3 13 150 8 157
BGIOSGA000633 23 6 18 25 2 14
BGIOSGA000634 65 173 3 120 180 130
BGIOSGA000635 1025 2756 1241 2171 2731 1709
BGIOSGA000636 0 0 0 0 0 0
BGIOSGA000637 0 0 0 0 0 0
BGIOSGA000638 1011 305 156 343 133 253
BGIOSGA000639 15 2 8 3 0 4
BGIOSGA000640 14 38 3 31 26 32
BGIOSGA000641 260 106 61 145 84 66
BGIOSGA000642 386 415 346 538 136 365
BGIOSGA000643 0 0 0 2 0 4
BGIOSGA000644 59 326 108 78 308 144
BGIOSGA000645 227 297 223 145 286 241
BGIOSGA000646 0 0 0 0 0 0
BGIOSGA000647 0 0 0 0 0 0
BGIOSGA000648 0 0 0 0 0 0
BGIOSGA000649 53 179 217 55 198 68
BGIOSGA000650 52 196 55 58 73 220
BGIOSGA000651 8 2 0 2 2 2
BGIOSGA000652 178 239 186 355 178 797
BGIOSGA000653 0 0 0 4 0 2
BGIOSGA000654 92 177 119 114 121 160
BGIOSGA000655 41 81 109 66 97 79
BGIOSGA000656 0 0 0 0 0 0
BGIOSGA000657 813 2829 2642 211 3193 1280
BGIOSGA000658 40 96 31 16 101 95
BGIOSGA000659 85 128 164 20 213 312
BGIOSGA000660 16 150 13 14 19 12
BGIOSGA000661 0 0 0 2 0 2
BGIOSGA000662 245 173 196 363 208 219
BGIOSGA000663 139 122 276 171 113 168
BGIOSGA000664 0 0 0 0 0 0
BGIOSGA000665 0 0 0 0 0 1
BGIOSGA000666 11 8 16 2 9 4
BGIOSGA000667 8 2 0 4 0 0
BGIOSGA000668 82 37 71 66 57 33
BGIOSGA000669 11 2 25 15 2 27
BGIOSGA000670 87 32 60 61 61 18
BGIOSGA000671 0 0 0 0 0 0
BGIOSGA000672 6 2 4 6 3 12
BGIOSGA000673 0 0 0 1 0 0
BGIOSGA000674 168 92 74 121 63 69
BGIOSGA000675 0 0 0 0 0 0
BGIOSGA000676 0 4 0 0 8 1
BGIOSGA000677 238 2374 40 103 2327 497
BGIOSGA000678 0 0 0 0 0 0
BGIOSGA000679 364 481 651 415 407 332
BGIOSGA000680 0 77 8 48 176 73
BGIOSGA000681 74 98 19 13 79 26
BGIOSGA000682 404 78 37 154 2 179
BGIOSGA000683 68 12 42 29 0 16
BGIOSGA000684 36 5 24 56 2 158
BGIOSGA000685 0 2 0 0 0 0
BGIOSGA000686 37 28 16 33 47 65
BGIOSGA000687 2 0 2 2 0 2
BGIOSGA000688 0 0 0 0 0 0
BGIOSGA000689 43 1797 142 6 1709 717
BGIOSGA000690 219 208 94 423 206 342
BGIOSGA000691 94 112 16 140 132 91
BGIOSGA000692 50 19 49 29 42 30
BGIOSGA000693 322 1220 1430 279 1825 648
BGIOSGA000694 0 0 0 0 0 0
BGIOSGA000695 0 0 0 0 0 0
BGIOSGA000696 0 0 0 0 0 0
BGIOSGA000697 2 0 0 0 0 0
BGIOSGA000698 318 306 453 324 245 281
BGIOSGA000699 132 170 47 286 138 162
BGIOSGA000700 0 0 0 0 0 0
BGIOSGA000701 4 19 26 20 63 46
BGIOSGA000702 297 90 304 93 92 239
BGIOSGA000703 2 8 0 4 0 6
BGIOSGA000704 20 0 0 19 0 5
BGIOSGA000705 0 0 0 0 0 0
BGIOSGA000706 1129 2048 2157 795 2322 999
BGIOSGA000707 0 0 0 2 4 0
BGIOSGA000708 0 0 0 0 0 0
BGIOSGA000709 0 0 0 0 0 0
BGIOSGA000710 0 0 0 0 0 0
BGIOSGA000711 0 0 0 0 0 0
BGIOSGA000712 0 0 0 0 0 0
BGIOSGA000713 1 0 0 0 1 0
BGIOSGA000714 0 0 0 0 0 0
BGIOSGA000715 10 0 0 2 0 2
BGIOSGA000716 102 2 2 11 0 5
BGIOSGA000717 57 74 93 134 82 167
BGIOSGA000718 224 78 222 157 102 160
BGIOSGA000719 1000 2183 3224 450 3608 1629
BGIOSGA000720 281 93 160 176 35 54
BGIOSGA000721 207 123 272 146 122 144
BGIOSGA000722 2 2 0 0 0 0
BGIOSGA000723 247 230 364 253 182 251
BGIOSGA000724 52 202 67 37 79 99
BGIOSGA000725 428 580 647 694 496 656
BGIOSGA000726 597 386 514 124 198 64
BGIOSGA000727 2 0 0 2 0 0
BGIOSGA000728 4 25 13 338 131 187
BGIOSGA000729 8 5 0 3 0 6
BGIOSGA000730 174 172 316 173 177 198
BGIOSGA000731 142 70 218 113 26 89
BGIOSGA000732 0 2 0 0 0 2
BGIOSGA000733 50 6 0 40 0 0
BGIOSGA000734 227 159 176 147 130 163
BGIOSGA000735 18 22 15 40 14 6
BGIOSGA000736 0 0 0 0 0 0
BGIOSGA000737 299 164 432 336 153 357
BGIOSGA000738 565 978 1458 538 1057 460
BGIOSGA000739 52 10 13 28 19 13
BGIOSGA000740 0 0 0 0 0 0
BGIOSGA000741 22 4 3 39 2 10
BGIOSGA000742 107 43 83 91 18 28
BGIOSGA000743 144 98 45 205 150 204
BGIOSGA000744 0 0 0 0 0 0
BGIOSGA000745 0 0 0 0 0 0
BGIOSGA000746 40 31 75 47 31 99
BGIOSGA000747 124 560 330 135 558 256
BGIOSGA000748 30 164 53 21 224 95
BGIOSGA000749 0 0 0 0 0 0
BGIOSGA000750 166 325 272 346 391 415
BGIOSGA000751 1182 1240 1496 1356 1336 1287
BGIOSGA000752 586 258 328 287 178 250
BGIOSGA000753 1 46 0 32 32 33
BGIOSGA000754 61 112 62 43 244 141
BGIOSGA000755 0 0 0 0 2 0
BGIOSGA000756 26 946 52 73 1307 479
BGIOSGA000757 5 11 11 18 0 3
BGIOSGA000758 21 277 43 34 230 103
BGIOSGA000759 78 143 225 63 108 82
BGIOSGA000760 60 39 55 103 70 81
BGIOSGA000761 34 5 28 54 0 27
BGIOSGA000762 0 1 0 0 0 1
BGIOSGA000763 228 80 126 271 40 82
BGIOSGA000764 54 51 107 52 40 86
BGIOSGA000765 540 336 221 243 183 125
BGIOSGA000766 27942 5646 3067 12747 1745 3187
BGIOSGA000767 88 35 2 60 9 29
BGIOSGA000768 0 0 0 0 0 0
BGIOSGA000769 234 151 98 149 81 107
BGIOSGA000770 2 1 0 3 0 8
BGIOSGA000771 7 5 0 1 2 2
BGIOSGA000772 212 105 74 131 112 65
BGIOSGA000773 72 40 8 193 9 167
BGIOSGA000774 116 39 152 75 64 68
BGIOSGA000775 14 44 42 32 72 44
BGIOSGA000776 138 178 192 308 166 202
BGIOSGA000777 0 0 0 0 0 0
BGIOSGA000778 2 6 10 0 6 9
BGIOSGA000779 2 3 0 0 0 4
BGIOSGA000780 131 173 248 145 168 225
BGIOSGA000781 21 4 4 2 2 2
BGIOSGA000782 2 2 0 0 0 0
BGIOSGA000783 3441 1487 1160 2427 855 1415
BGIOSGA000784 187 208 135 118 212 106
BGIOSGA000785 4 0 0 0 0 0
BGIOSGA000786 34 27 14 34 23 17
BGIOSGA000787 4 0 0 0 0 0
BGIOSGA000788 0 0 0 0 5 0
BGIOSGA000789 0 0 0 0 0 1
BGIOSGA000790 66 16 10 251 6 57
BGIOSGA000791 445 286 680 351 262 390
BGIOSGA000792 4 0 0 0 0 3
BGIOSGA000793 38 74 31 90 206 171
BGIOSGA000794 2 0 0 0 2 0
BGIOSGA000795 68 31 16 55 60 46
BGIOSGA000796 126 81 116 74 154 59
BGIOSGA000797 36 29 65 87 22 120
BGIOSGA000798 137 367 9 244 709 245
BGIOSGA000799 368 79 136 113 54 74
BGIOSGA000800 7 8 0 8 18 4
BGIOSGA000801 636 521 632 844 726 811
BGIOSGA000802 8 12 9 13 14 10
BGIOSGA000803 0 0 0 2 0 0
BGIOSGA000804 2 2 2 1 2 2
BGIOSGA000805 174 322 460 268 354 277
BGIOSGA000806 12 26 3 16 4 0
BGIOSGA000807 20 4 16 4 23 14
BGIOSGA000808 92 2 8 52 0 19
BGIOSGA000809 554 278 304 464 214 304
BGIOSGA000810 546 192 617 643 128 363
BGIOSGA000811 395 189 405 394 100 356
BGIOSGA000812 106 60 71 68 99 69
BGIOSGA000813 204 271 176 138 298 160
BGIOSGA000814 8 3 0 2 4 3
BGIOSGA000815 230 395 516 333 544 395
BGIOSGA000816 1425 1164 984 1169 966 1160
BGIOSGA000817 55 45 81 56 40 52
BGIOSGA000818 162 139 172 128 66 178
BGIOSGA000819 2044 424 1366 1337 301 700
BGIOSGA000820 811 441 509 372 124 333
BGIOSGA000821 227 93 136 258 28 97
BGIOSGA000822 756 897 227 858 666 646
BGIOSGA000823 215 3436 131 218 4520 926
BGIOSGA000824 547 1809 798 1135 337 528
BGIOSGA000825 7 0 2 1 0 0
BGIOSGA000826 171 1004 80 1438 498 1951
BGIOSGA000827 1427 5090 2442 1662 2438 1827
BGIOSGA000828 639 3751 2588 1466 2948 1764
BGIOSGA000829 2 6 0 12 0 0
BGIOSGA000830 24 10 2 9 2 2
BGIOSGA000831 28 19 11 31 29 59
BGIOSGA000832 2 6 3 12 5 4
BGIOSGA000833 178 91 194 221 11 89
BGIOSGA000834 179 252 100 147 285 234
BGIOSGA000835 12 13 8 22 14 13
BGIOSGA000836 276 1433 959 144 1348 424
BGIOSGA000837 943 191 44 520 6 85
BGIOSGA000838 0 0 0 0 0 0
BGIOSGA000839 3 8 0 2 0 0
BGIOSGA000840 72 14 27 255 0 125
BGIOSGA000841 0 0 0 0 0 0
BGIOSGA000842 0 0 0 0 0 0
BGIOSGA000843 730 236 262 432 94 218
BGIOSGA000844 873 1528 1518 1173 1836 1285
BGIOSGA000845 145 104 183 181 133 122
BGIOSGA000846 73 74 129 87 77 84
BGIOSGA000847 46 10 16 26 0 21
BGIOSGA000848 19 13 16 8 14 11
BGIOSGA000849 758 226 156 523 140 120
BGIOSGA000850 71 303 36 184 298 177
BGIOSGA000851 40 42 45 28 65 65
BGIOSGA000852 0 0 0 0 0 0
BGIOSGA000853 157 35 90 126 7 93
BGIOSGA000854 165 114 156 180 77 138
BGIOSGA000855 847 1779 1315 692 1127 571
BGIOSGA000856 1058 2835 4732 1523 2410 2302
BGIOSGA000857 0 0 0 0 0 0
BGIOSGA000858 1354 665 984 927 343 439
BGIOSGA000859 1068 206 256 408 50 134
BGIOSGA000860 4 7 10 0 22 8
BGIOSGA000861 427 279 369 431 228 324
BGIOSGA000862 37 18 3 8 24 22
BGIOSGA000863 15 36 2 9 21 0
BGIOSGA000864 22 10 0 24 2 8
BGIOSGA000865 6 12 0 31 19 18
BGIOSGA000866 0 0 0 0 0 0
BGIOSGA000867 268 262 425 330 321 261
BGIOSGA000868 179 91 86 121 138 96
BGIOSGA000869 6 305 6 33 310 44
BGIOSGA000870 0 16 0 0 138 2
BGIOSGA000871 364 180 490 214 179 187
BGIOSGA000872 190 146 244 142 108 149
BGIOSGA000873 48 1048 22 93 1153 273
BGIOSGA000874 10 7 2 2 2 4
BGIOSGA000875 0 15 0 4 6 0
BGIOSGA000876 2 4 2 4 4 6
BGIOSGA000877 0 0 0 0 0 0
BGIOSGA000878 2 2 0 6 2 11
BGIOSGA000879 16 20 11 82 17 65
BGIOSGA000880 37 15 20 30 27 15
BGIOSGA000881 2 0 0 0 0 0
BGIOSGA000882 0 0 0 0 0 0
BGIOSGA000883 35 55 56 22 23 47
BGIOSGA000884 124 70 284 98 56 104
BGIOSGA000885 60 73 102 112 28 121
BGIOSGA000886 110 4 6 37 0 4
BGIOSGA000887 14 97 34 33 37 126
BGIOSGA000888 22 97 21 25 48 55
BGIOSGA000889 0 0 0 0 0 0
BGIOSGA000890 0 0 0 0 0 2
BGIOSGA000891 0 0 0 0 0 0
BGIOSGA000892 6 0 8 3 0 12
BGIOSGA000893 278 15 0 93 2 38
BGIOSGA000894 4 0 0 29 0 11
BGIOSGA000895 0 0 0 0 0 0
BGIOSGA000896 930 2729 906 430 719 222
BGIOSGA000897 855 115 355 342 89 133
BGIOSGA000898 0 2 0 0 6 0
BGIOSGA000899 2600 829 327 1284 757 680
BGIOSGA000900 162 105 295 148 179 102
BGIOSGA000901 228 81 14 38 126 61
BGIOSGA000902 1108 652 622 1020 341 478
BGIOSGA000903 0 0 0 0 0 0
BGIOSGA000904 4 0 0 2 0 0
BGIOSGA000905 399 7444 2917 1450 8837 3761
BGIOSGA000906 16 44 8 119 35 57
BGIOSGA000907 1163 212 593 1548 121 1259
BGIOSGA000908 10 2 2 6 4 8
BGIOSGA000909 0 0 0 0 0 0
BGIOSGA000910 0 0 0 0 0 0
BGIOSGA000911 950 2584 3670 343 1877 1059
BGIOSGA000912 29 23 37 51 15 34
BGIOSGA000913 1050 288 840 684 98 371
BGIOSGA000914 20 4 10 6 10 17
BGIOSGA000915 134 115 71 101 119 86
BGIOSGA000916 12 0 7 0 0 0
BGIOSGA000917 52 0 25 20 0 20
BGIOSGA000918 0 0 0 0 0 0
BGIOSGA000919 35 60 32 42 107 88
BGIOSGA000920 485 342 445 382 323 262
BGIOSGA000921 2 53 4 0 13 6
BGIOSGA000922 167 92 142 196 86 147
BGIOSGA000923 1660 1456 2095 1290 1293 1060
BGIOSGA000924 0 0 0 0 0 0
BGIOSGA000925 272 973 90 267 424 315
BGIOSGA000926 50 17 56 17 32 10
BGIOSGA000927 1 0 0 0 2 5
BGIOSGA000928 0 0 0 0 0 0
BGIOSGA000929 0 0 0 0 0 0
BGIOSGA000930 0 0 0 0 0 0
BGIOSGA000931 0 0 0 0 0 0
BGIOSGA000932 209 128 72 227 6 148
BGIOSGA000933 0 6 1 0 2 4
BGIOSGA000934 29 40 12 20 32 13
BGIOSGA000935 987 2801 1855 880 1384 997
BGIOSGA000936 2 0 0 0 0 0
BGIOSGA000937 66 33 75 90 6 130
BGIOSGA000938 219 452 276 159 595 322
BGIOSGA000939 12 26 21 19 23 26
BGIOSGA000940 10 24 6 18 22 3
BGIOSGA000941 0 2 0 4 2 8
BGIOSGA000942 84 54 162 76 8 72
BGIOSGA000943 126 97 105 194 94 140
BGIOSGA000944 29 12 16 23 16 13
BGIOSGA000945 0 33 74 13 18 193
BGIOSGA000946 6 116 7 14 58 58
BGIOSGA000947 168 101 381 261 156 262
BGIOSGA000948 15 72 15 253 82 216
BGIOSGA000949 0 0 0 0 0 0
BGIOSGA000950 0 0 0 0 0 0
BGIOSGA000951 0 0 0 0 0 0
BGIOSGA000952 25 4 11 18 0 10
BGIOSGA000953 4 239 52 76 951 318
BGIOSGA000954 29 11 26 27 26 16
BGIOSGA000955 28 2 6 0 0 4
BGIOSGA000956 18 15 6 10 0 2
BGIOSGA000957 319 2216 542 40 1970 900
BGIOSGA000958 123 865 239 20 702 502
BGIOSGA000959 12 3 5 0 0 1
BGIOSGA000960 0 0 0 0 0 0
BGIOSGA000961 139 122 21 154 213 246
BGIOSGA000962 0 0 0 0 0 0
BGIOSGA000963 0 0 0 0 0 0
BGIOSGA000964 0 0 0 0 0 0
BGIOSGA000965 4 4 0 2 0 1
BGIOSGA000966 0 0 0 0 0 2
BGIOSGA000967 0 0 0 0 1 0
BGIOSGA000968 87 39 0 63 3 11
BGIOSGA000969 12 8 0 8 1 4
BGIOSGA000970 15 21 33 25 16 27
BGIOSGA000971 112 536 135 72 120 102
BGIOSGA000972 0 0 0 0 0 0
BGIOSGA000973 118 38 52 71 33 58
BGIOSGA000974 18 30 55 22 49 16
BGIOSGA000975 0 0 0 0 0 0
BGIOSGA000976 0 0 0 0 0 0
BGIOSGA000977 880 794 1603 978 622 674
BGIOSGA000978 83 53 108 87 66 76
BGIOSGA000979 81 62 124 76 52 60
BGIOSGA000980 364 260 207 314 194 252
BGIOSGA000981 0 0 0 0 0 0
BGIOSGA000982 262 1763 396 552 1219 832
BGIOSGA000983 0 0 0 0 0 0
BGIOSGA000984 0 0 0 0 0 0
BGIOSGA000985 512 295 357 573 246 452
BGIOSGA000986 0 0 0 0 0 0
BGIOSGA000987 0 2 0 0 2 4
BGIOSGA000988 27 20 2 24 32 34
BGIOSGA000989 136 158 293 213 124 164
BGIOSGA000990 93 3 58 85 0 111
BGIOSGA000991 0 0 0 0 0 0
BGIOSGA000992 35 65 18 52 122 76
BGIOSGA000993 156 193 184 155 113 137
BGIOSGA000994 25 42 24 53 24 14
BGIOSGA000995 561 786 465 972 772 1541
BGIOSGA000996 61 40 20 45 30 9
BGIOSGA000997 226 223 172 133 826 139
BGIOSGA000998 396 474 727 415 534 353
BGIOSGA000999 37 6 2 12 4 6
BGIOSGA001000 72 123 42 80 148 120
BGIOSGA001001 230 157 313 262 219 182
BGIOSGA001002 0 0 0 0 0 0
BGIOSGA001003 38 60 9 49 82 76
BGIOSGA001004 358 172 314 395 184 326
BGIOSGA001005 75 79 108 100 105 109
BGIOSGA001006 452 915 483 235 479 1223
BGIOSGA001007 11 4 21 7 0 6
BGIOSGA001008 262 284 401 328 328 373
BGIOSGA001009 31 20 12 19 25 21
BGIOSGA001010 236 676 553 291 554 347
BGIOSGA001011 0 7 3 0 8 5
BGIOSGA001012 479 206 514 473 153 339
BGIOSGA001013 4941 1622 3514 982 2513 1474
BGIOSGA001014 0 0 0 0 6 4
BGIOSGA001015 0 16 0 32 21 13
BGIOSGA001016 52 22 75 41 38 29
BGIOSGA001017 4 5 26 5 4 7
BGIOSGA001018 263 164 72 150 50 80
BGIOSGA001019 12 28 10 69 15 53
BGIOSGA001020 958 486 314 649 195 352
BGIOSGA001021 161 179 66 113 256 176
BGIOSGA001022 3819 986 1211 2602 785 2231
BGIOSGA001023 354 387 238 650 137 929
BGIOSGA001024 112 88 247 349 61 287
BGIOSGA001025 650 734 1940 1296 737 1313
BGIOSGA001026 0 0 0 0 0 2
BGIOSGA001027 0 0 0 0 0 0
BGIOSGA001028 9 1 3 10 2 20
BGIOSGA001029 36 148 58 32 218 216
BGIOSGA001030 926 642 578 422 328 280
BGIOSGA001031 0 0 0 0 0 0
BGIOSGA001032 2306 1031 1787 2136 691 1475
BGIOSGA001033 428 663 890 379 1151 541
BGIOSGA001034 1150 784 854 897 458 660
BGIOSGA001035 125 299 76 181 195 251
BGIOSGA001036 158 111 165 308 111 174
BGIOSGA001037 1508 1752 2480 1058 1846 1277
BGIOSGA001038 543 390 474 513 249 274
BGIOSGA001039 1 0 0 2 0 0
BGIOSGA001040 0 0 0 0 0 0
BGIOSGA001041 359 112 482 342 41 256
BGIOSGA001042 992 685 721 643 827 452
BGIOSGA001043 28 7 10 7 4 10
BGIOSGA001044 238 61 39 236 22 79
BGIOSGA001045 168 548 104 545 669 545
BGIOSGA001046 88 43 151 100 69 114
BGIOSGA001047 90 14 73 33 11 101
BGIOSGA001048 38 24 55 33 12 17
BGIOSGA001049 51 105 22 42 60 99
BGIOSGA001050 123 11 29 41 4 75
BGIOSGA001051 64 23 14 59 3 26
BGIOSGA001052 64 9 31 86 11 31
BGIOSGA001053 16 30 16 25 24 54
BGIOSGA001054 2604 186 112 1497 4 380
BGIOSGA001055 101 3130 404 444 2070 1008
BGIOSGA001056 15 16 11 26 19 9
BGIOSGA001057 514 672 1291 642 650 370
BGIOSGA001058 0 0 0 0 0 0
BGIOSGA001059 0 0 0 0 0 0
BGIOSGA001060 1489 1007 1542 1845 688 1823
BGIOSGA001061 115 301 115 71 318 139
BGIOSGA001062 1541 400 636 1040 396 672
BGIOSGA001063 293 13 137 142 0 31
BGIOSGA001064 64 87 50 180 46 102
BGIOSGA001065 2 4 0 0 12 4
BGIOSGA001066 104 281 57 36 94 117
BGIOSGA001067 0 0 0 0 0 0
BGIOSGA001068 0 0 0 0 0 0
BGIOSGA001069 21 450 52 88 312 151
BGIOSGA001070 287 623 761 586 585 522
BGIOSGA001071 0 2 0 12 0 6
BGIOSGA001072 363 129 133 224 11 120
BGIOSGA001073 776 633 1227 1004 646 720
BGIOSGA001074 202 106 186 203 104 169
BGIOSGA001075 0 0 0 0 0 0
BGIOSGA001076 7 0 0 22 0 9
BGIOSGA001077 3 0 2 12 0 4
BGIOSGA001078 4 0 17 83 2 23
BGIOSGA001079 605 542 454 892 524 787
BGIOSGA001080 10 6 0 35 0 3
BGIOSGA001081 6 39 4 28 36 29
BGIOSGA001082 5 0 0 5 2 0
BGIOSGA001083 0 2 0 0 0 0
BGIOSGA001084 20 23 6 11 26 23
BGIOSGA001085 83 79 188 174 183 278
BGIOSGA001086 203 33 119 98 12 65
BGIOSGA001087 533 456 554 392 336 376
BGIOSGA001088 3018 1787 2895 1930 1799 1887
BGIOSGA001089 19 0 4 14 0 2
BGIOSGA001090 62 4 6 42 0 73
BGIOSGA001091 2 0 0 2 0 0
BGIOSGA001092 418 588 342 169 1183 316
BGIOSGA001093 7 189 18 4 405 16
BGIOSGA001094 0 0 0 0 5 0
BGIOSGA001095 575 575 527 1155 660 830
BGIOSGA001096 0 0 0 0 0 0
BGIOSGA001097 0 0 0 0 0 0
BGIOSGA001098 0 0 0 0 0 0
BGIOSGA001099 9868 4131 5595 6910 2421 4126
BGIOSGA001100 2 7 0 4 0 4
BGIOSGA001101 355 474 809 540 399 692
BGIOSGA001102 2022 705 901 1268 351 640
BGIOSGA001103 0 0 0 0 0 0
BGIOSGA001104 0 0 0 0 0 0
BGIOSGA001105 83 60 163 116 30 108
BGIOSGA001106 0 389 0 0 236 2
BGIOSGA001107 38 0 1 34 0 10
BGIOSGA001108 563 365 79 443 256 279
BGIOSGA001109 127 153 28 295 90 215
BGIOSGA001110 118 114 71 375 28 306
BGIOSGA001111 0 0 0 0 0 0
BGIOSGA001112 0 0 0 0 0 0
BGIOSGA001113 235 240 399 321 277 206
BGIOSGA001114 180 159 366 247 207 235
BGIOSGA001115 0 0 0 0 0 0
BGIOSGA001116 20 7 0 43 22 20
BGIOSGA001117 776 21 107 226 22 161
BGIOSGA001118 16 29 36 14 39 21
BGIOSGA001119 677 518 787 729 362 562
BGIOSGA001120 359 81 278 279 92 169
BGIOSGA001121 48 6 16 189 0 66
BGIOSGA001122 79 158 28 115 197 170
BGIOSGA001123 0 0 0 0 0 0
BGIOSGA001124 0 0 0 0 0 0
BGIOSGA001125 36 15 20 12 14 21
BGIOSGA001126 0 0 0 0 0 0
BGIOSGA001127 327 15 32 303 2 29
BGIOSGA001128 0 0 0 0 2 2
BGIOSGA001129 0 0 0 0 0 0
BGIOSGA001130 25 0 12 12 8 12
BGIOSGA001131 7 0 10 10 0 4
BGIOSGA001132 139 93 71 79 88 77
BGIOSGA001133 8 0 2 11 0 6
BGIOSGA001134 88 76 70 158 101 239
BGIOSGA001135 0 0 0 1 0 2
BGIOSGA001136 0 1 0 0 0 0
BGIOSGA001137 3 21 17 3 15 7
BGIOSGA001138 0 0 0 0 0 0
BGIOSGA001139 240 377 810 180 440 347
BGIOSGA001140 49 21 55 26 24 43
BGIOSGA001141 65 172 61 68 189 103
BGIOSGA001142 0 0 0 0 0 0
BGIOSGA001143 2 0 0 0 0 0
BGIOSGA001144 60 262 53 187 205 141
BGIOSGA001145 0 0 0 0 0 0
BGIOSGA001146 0 0 0 0 0 0
BGIOSGA001147 45 71 117 54 85 75
BGIOSGA001148 86 139 100 144 192 195
BGIOSGA001149 106 43 84 64 18 51
BGIOSGA001150 409 533 983 427 422 682
BGIOSGA001151 76 11 10 70 2 24
BGIOSGA001152 2 0 0 2 0 0
BGIOSGA001153 0 0 0 0 0 0
BGIOSGA001154 0 0 0 0 0 0
BGIOSGA001155 0 1 0 0 0 0
BGIOSGA001156 1 0 0 0 0 0
BGIOSGA001157 0 0 0 0 0 0
BGIOSGA001158 16 1 4 16 0 0
BGIOSGA001159 22 20 12 32 2 14
BGIOSGA001160 308 165 263 362 147 148
BGIOSGA001161 274 279 341 434 325 395
BGIOSGA001162 48 91 8 272 83 223
BGIOSGA001163 0 3 3 2 7 2
BGIOSGA001164 0 0 0 0 0 0
BGIOSGA001165 3 0 0 10 0 5
BGIOSGA001166 0 0 0 0 0 0
BGIOSGA001167 0 1 0 0 0 1
BGIOSGA001168 5 7 2 30 0 18
BGIOSGA001169 988 727 970 1506 653 1040
BGIOSGA001170 90 171 18 42 59 54
BGIOSGA001171 0 0 0 0 0 0
BGIOSGA001172 8 4 24 24 6 9
BGIOSGA001173 536 1285 1058 357 1190 459
BGIOSGA001174 368 99 90 179 100 189
BGIOSGA001175 63 14 23 58 0 72
BGIOSGA001176 0 2 0 0 0 0
BGIOSGA001177 0 0 0 0 0 0
BGIOSGA001178 10 71 0 13 142 23
BGIOSGA001179 1120 634 1763 2242 836 1191
BGIOSGA001180 48 0 6 52 0 21
BGIOSGA001181 103 1221 321 102 1155 590
BGIOSGA001182 0 0 0 3 0 0
BGIOSGA001183 655 644 1280 801 615 722
BGIOSGA001184 186 150 167 147 176 145
BGIOSGA001185 459 731 833 572 847 910
BGIOSGA001186 104 24 4 124 12 18
BGIOSGA001187 399 129 283 395 85 249
BGIOSGA001188 2 6 0 4 2 2
BGIOSGA001189 0 0 0 0 0 0
BGIOSGA001190 0 0 0 0 0 6
BGIOSGA001191 435 230 290 700 248 756
BGIOSGA001192 0 0 0 0 1 0
BGIOSGA001193 0 0 0 0 0 0
BGIOSGA001194 394 230 271 332 188 302
BGIOSGA001195 431 338 397 518 347 464
BGIOSGA001196 229 17 42 160 9 96
BGIOSGA001197 0 0 0 1 0 1
BGIOSGA001198 94 31 143 159 26 141
BGIOSGA001199 0 4 0 7 0 0
BGIOSGA001200 72 20 25 56 32 41
BGIOSGA001201 113 83 18 85 146 86
BGIOSGA001202 1447 569 1110 823 679 428
BGIOSGA001203 1411 498 811 1422 242 573
BGIOSGA001204 382 344 579 460 414 350
BGIOSGA001205 0 0 0 0 0 0
BGIOSGA001206 2 4 6 54 8 4
BGIOSGA001207 1974 681 275 737 345 273
BGIOSGA001208 210 395 37 725 195 406
BGIOSGA001209 414 3593 4830 1206 131 3213
BGIOSGA001210 503 941 776 993 449 878
BGIOSGA001211 86 171 42 212 234 233
BGIOSGA001212 0 0 0 0 0 0
BGIOSGA001213 0 2 1 0 4 4
BGIOSGA001214 85 42 118 61 29 80
BGIOSGA001215 6 8 8 11 8 39
BGIOSGA001216 0 0 1 0 0 2
BGIOSGA001217 0 0 0 0 0 0
BGIOSGA001218 689 870 127 855 861 670
BGIOSGA001219 5 6 4 4 14 5
BGIOSGA001220 182 179 259 255 196 213
BGIOSGA001221 31 24 58 48 48 19
BGIOSGA001222 0 0 0 0 0 0
BGIOSGA001223 95 21 14 37 2 9
BGIOSGA001224 101 79 69 58 78 78
BGIOSGA001225 392 473 652 446 519 330
BGIOSGA001226 602 177 298 208 130 173
BGIOSGA001227 5 11 22 2 10 3
BGIOSGA001228 0 0 0 0 0 8
BGIOSGA001229 1264 6206 3039 507 2997 616
BGIOSGA001230 2 1 2 0 0 0
BGIOSGA001231 0 2 0 0 1 2
BGIOSGA001232 0 0 0 0 0 0
BGIOSGA001233 141 278 46 10 32 25
BGIOSGA001234 8 162 23 0 7 4
BGIOSGA001235 19 29 7 0 0 0
BGIOSGA001236 81 15 10 29 2 18
BGIOSGA001237 24 175 63 18 251 42
BGIOSGA001238 4 43 14 4 61 14
BGIOSGA001239 0 0 0 0 0 0
