"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Category"
"BGIOSGA000243"	1970.24917031475	0.478443730501671	0.675703367401157	0.708067701870168	0.47890321559052	0.999958456413115	"Not_significant"
"BGIOSGA000244"	193.17318955213	0.640027321749783	0.852702203317018	0.75058715605527	0.452901153292456	0.999958456413115	"Not_significant"
"BGIOSGA000245"	302.419846835632	-0.31954462704041	0.631760933969462	-0.505799915535544	0.612997117828426	0.999958456413115	"Not_significant"
"BGIOSGA000247"	59.3000580006899	0.858059521939517	1.35088096612048	0.635185144701336	0.525307670702904	0.999958456413115	"Not_significant"
"BGIOSGA000248"	40.7031166945087	1.13745337972971	1.12711456197939	1.00917281889444	0.312891759873898	0.999958456413115	"Not_significant"
"BGIOSGA000249"	202.782644871816	0.477921040399331	0.567548527186982	0.842079606422584	0.399743395621603	0.999958456413115	"Not_significant"
"BGIOSGA000251"	31.6607158821194	0.405781052150321	1.15194519154739	0.352257255924859	0.72464534109182	0.999958456413115	"Not_significant"
"BGIOSGA000252"	29.1926697365613	0.477197397640587	1.83771144182028	0.259669383767844	0.795118810917863	0.999958456413115	"Not_significant"
"BGIOSGA000253"	55.0122135610098	0.613311482358129	1.61919861134661	0.378774708711037	0.704855169933887	0.999958456413115	"Not_significant"
"BGIOSGA000254"	61.4629386731433	0.269491506971181	1.84393100118595	0.146150537518949	0.883802551522701	0.999958456413115	"Not_significant"
"BGIOSGA000255"	785.276618606931	0.0533089602985093	0.500677882702272	0.106473567417815	0.91520662632207	0.999958456413115	"Not_significant"
"BGIOSGA000256"	195.760521637407	0.558823580390733	0.58493958815845	0.955352641030953	0.339399395025987	0.999958456413115	"Not_significant"
"BGIOSGA000257"	525.587797077592	-0.227068871397673	0.569945513299121	-0.398404524817272	0.69033202307783	0.999958456413115	"Not_significant"
"BGIOSGA000258"	2092.82137125007	-0.103722536898413	1.24864198795054	-0.0830682756941869	0.933797250966962	0.999958456413115	"Not_significant"
"BGIOSGA000259"	2251.57365506284	0.19171897401345	1.19638092907613	0.160249105743853	0.872684848387291	0.999958456413115	"Not_significant"
"BGIOSGA000260"	935.727741636753	0.608467805059091	1.11924815075531	0.543639768042925	0.586689388049551	0.999958456413115	"Not_significant"
"BGIOSGA000261"	602.854166627787	-0.603142459522645	0.755387893509128	-0.798453966108416	0.42460709689684	0.999958456413115	"Not_significant"
"BGIOSGA000262"	591.376902536307	0.383213673582784	0.594872254517531	0.644194901800536	0.519449056459428	0.999958456413115	"Not_significant"
"BGIOSGA000263"	395.466064754755	0.416285128375405	0.716814281649875	0.580743351565556	0.561413439412828	0.999958456413115	"Not_significant"
